source_text,translated_text
"Recebi apenas a película, porém, o vendedor mandou uma carta informando que houve um problema junto ao fornecedor e assim que for resolvido mandará a capinha, estou no aguardo...",我只收到了膠卷，但是賣家發了一封信，告知供應商有問題，一旦解決，他會寄出封面，我在等待......
"Recebi o pedido corretamente, porém o mesmo não veio acompanhado da nota fisca",我正確收到訂單，但沒有發票
Não gostei porque tive que busca no correio nem entregaram na minha residência,我不喜歡它，因為我必須去郵局尋找它，但他們沒有將它送到我家。
Isso chegou quebrado,這貨到了就壞了
Demora pra entregar.,交付需要時間。
Foto muito diferente principalmente a graninha sintética muito rala...diferente da foto,非常不同的照片，尤其是非常薄的合成顆粒...與照片不同
Cancelei esse pedido.Mas recebi o painel de TV.Amei.,我取消了這個訂單。但我收到了電視面板。我喜歡它。
Otima compra e entrega.,很棒的購買和交付。
"Só quero meu dinheiro de volta, o mais rápido possivel! obrigada",我只想盡快拿回我的錢！謝謝
"Gostei do produto e da loja ,já fiz várias compras sempre vem antes do prazo e do jeito da demonstração ,recomendo.",我喜歡這個產品和商店，我已經購買了幾次，它總是在截止日期之前到達，而且它的展示方式，我推薦它。
Fácil de realizar a compra.produto chegou correto é antes do prazo estipulado.adorei o serviço.comprarei mais vezes e recomendado a todos,購買方便。產品在規定的截止日期前正確到達。我喜歡這項服務。我會經常購買並推薦給大家
Produto atendeu minha expectativa é chegou bem rápido.,產品符合我的期望並且很快就到了。
"Produto conforme o descrito e a foto, porém entregue fora do prazo estipulado por problemas no correio",產品如描述和照片所示，但由於郵件問題而在規定的截止日期後交付
"Maior do que eu esperava! Gostei, porém não vai da para minha cozinha! Muito grande!",Maior do que eu esperava！ Gostei，porém não vai da para minha cozinha！很大！
"ADOREI, SEMPRE QUE PRECISAR FAZER OUTRA COMPRA, É AQUI QUE VOU BUSCAR EM PRIMEIRO LUGAR.",我喜歡它，每當我需要再次購買時，這就是我首先查看的地方。
"Tive problema com os correios que não foram entregar, depois inventaram que tentararam 3 vezes sem sucesso. Tanto é mentira que me mandaram uma carta dia 16/01 notificando retirar até 15/01, pode?",我遇到了郵局的問題，他們沒有送貨，然後他們發明說他們嘗試了 3 次但沒有成功。真是謊言，他們在 16/01 給我發了一封信，通知我在 15/01 之前退出，可以嗎？
Eu amei comprei dia 1.8. chegou dia 3.8,我很喜歡，1.8號買的。 3.8日抵達
Gostei entregaram meu produto antes do prazo Obrigado,我喜歡它，他們在截止日期前交付了我的產品，謝謝
gostei muito de comprar e vou continuar comprando e ou falar para os meus amigos.,我真的很喜歡購買它，我會繼續購買它和/或告訴我的朋友。
Escorredor lindo!!! A entrega foi feita antes do prazo!!!,漂亮的排水器！ ！ ！交貨提前了！
A entrega foi surpe rapida,交貨速度超級快
"Produto entregue conforme pedido, antes do prazo.",產品按訂單交付，提前。
"Solicitei informações acerca da entrega de meu produto e fui informado que o recebeu dentro do prazo avençado, contudo hoje (19/12/2017) ainda não o recebi.",我要求提供有關產品交付的信息，並被告知我在約定的期限內收到了產品，但今天（2017 年 12 月 19 日）我仍然沒有收到。
"ENTREGA ANTES DO PRAZO, RÁPIDO E PERFEITA.",提前交付，快速且完美。
Tudo ótimo. Foi entregue antes do prazo. Grata.,一切都很棒。它提前交付了。感激的。
Não recebi o produto e até agora nem mesmo uma ligação de retorno das mensagens que enviei sobre o assunto. Lamentável.,我還沒有收到產品，甚至還沒有收到我發送的有關此事的消息的回電。遺憾的是。
"Superou as expectativas, tendo em vista que o produto foi entregue antes do prazo estipulado e em excelentes condições. Parabéns a todos e obrigado pela atenção no atendimento.",考慮到產品在規定的截止日期前交付且狀況良好，超出了預期。恭喜大家，感謝大家對服務的關注。
"PRAZO DE ENTREGA OK
QUALIDADE DO PRODUTO OK

FALTOU APENAS A FICHA DO ""DEALER"" A QUAL CONSTA NA CAIXA E NÃO CHEGOU.","交貨時間確定
產品品質還行

只有盒子裡的“經銷商”卡丟失了並且沒有到達。"
Não recebi o produto até a presente data na minha residência.,到目前為止，我家還沒有收到該產品。
Parabéns a lannister pelo excelente trabalho chegou td direitinho no prazo!!!,祝賀蘭尼斯特的出色工作，一切都準時到達！
Nada a declarar,無須報關
"A cor dos prendedores e a cor da Barra São lilás escuros, a que veio foi Rosa
Não gostei.
Prefiro não opinar sobre a loja
Errar eh humano","緊固件的顏色和桿的顏色是深紫丁香，收到的是粉紅色的
我不喜歡它。
我不想對商店發表意見
人都會犯錯"
O produto não foi entregue,產品未交付
Razoável!,合理的！
"Bem pouquíssimo produto, e deixa a pele muito oleosa brilha muito por ser um preço salgado esperava mais do produto, ainda bem que comprei pra testar .",產品很少，但它使非常油性的皮膚煥發光彩，因為它的價格很高，我對產品的期望更高，我很高興買了它來測試。
"O site do stark consta meu pedido como totalmente entregue, mas recebi apenas 1 de 3 itens. Já comprei antes com a targaryen e gostei, a entrega foi super rápida. Mas não concordo com constar meu pedi",Stark 網站將我的訂單列為已完全交付，但我只收到了 3 件商品中的 1 件。我之前在坦格利安那裡買過，我很喜歡，送貨速度超級快。但我不同意我的要求
"Gostei da entrega, chegou bem antes do prazo, mas o material do estojo pensei que fosse melhor devido ao preço que saiu com frete, por isso dou 3 estrelas.",我喜歡交貨，它比計劃提前到達，但由於價格含運費，我認為箱子的材料會更好，這就是為什麼我給它 3 顆星。
Eu recomendo para outras pessoas,我推薦給其他人
O produto veio faltando a base para auto e como eu fiz o pedido por telefone justamente para confirmar se a base demonstrada pela foto acompanhava o produto e tbm constava na descrição do item.,該產品缺少汽車底座，當我透過電話下訂單時，只是為了確認照片中顯示的底座包含在產品中，並且也包含在商品描述中。
"Só uma crítica, o site saiu do ar a parte dos pedidos e não pude rastrea-lo. Site muito ruim nessa parte. E na central não tem como reclamar sem o número do pedido, ou seja, sem comunicação, só espera",只是一個批評，該網站因請求而離線，我無法跟踪它。這部分的網站非常糟糕。而且中心沒有訂單號碼是沒有辦法投訴的，就是沒有溝通，只能等
"Produto entregue antes do prazo
Sem problemas
Recomendo","產品提前交付
沒問題
我推薦"
"Tirando a cor errada o resto estava perfeito
O que não foi bom é que vou ter que devolver o produto por não ser a cor que foi solicitada, todo o transtorno de devolver e esperar retornar.","除了顏色不對，其他都很完美
不好的是我必須退貨，因為它不是要求的顏色，所有退貨和等待退貨的麻煩。"
"Estou aguardando até hoje o recebimento do produto. Parece problema com os correios, mas não é certeza.",我今天仍在等待收到產品。看起來像是郵局的問題，但我不確定。
"Recebi o produto antes até do prazo combinado, o tamanho foi correto,´porém não veio o modelo á gás.",我在約定的截止日期前收到了產品，尺寸正確，但瓦斯模型沒有來。
adorei era o que eu precisava deixa o hambiente mais elegante produto de boa qualidade,我喜歡它，這就是我所需要的，它使房間更加優雅，優質的產品
"Entrega feita no prazo e produto em perfeitas condicoes
Parabens a equipe","交貨準時且產品狀況良好
恭喜團隊"
"Muito ruim, não recomendo",非常糟糕，我不推薦它
"Não recomendo, pois o produto não estava de acordo com a descrição do site. Devido a minha falta de tempo e o excesso de burocracia para a troca, acabei não trocando e fiquei no prejuízo.",我不推薦它，因為該產品與網站上的描述不符。由於我的時間不夠，而且兌換的官僚主義太多，我最終沒有兌換，不知所措。
Paguei carreto e tive que pegar nos Correios,我付了錢，然後去郵局拿。
Recomendo entrega muito rápida,我推薦非常快速的交貨
"Gosto muito de comprar na lannister,pois além de ter preço bom a entrega é rápida.Parabens!!!",我很喜歡在蘭尼斯特購物，因為除了價格好之外，送貨也很快。恭喜！ ！ ！
Apenas a caixa do produto veio avariada.,只有產品包裝盒到達時已損壞。
A Entrega veio pwla metade,交貨量減半
"O produto foi entregue na casa errada. Minha vizinha foi quem recebeu. peço que verifiquem com a empresa que entregou, pois não é primeira vez que isso acontece",產品被送到了錯誤的房子。我的鄰居是收到它的人。我請您與交付該產品的公司核實，因為這不是第一次發生這種情況。
Ótima entrega não demorou nada!,很棒的交付並沒有花費很長時間！
"Como sempre, a lannister.com supera as expectativas!!",一如既往，lannister.com 超出了預期！
"Produto errado,cor e tamanho errado, péssima qualidade.",產品錯誤、顏色和尺寸錯誤、品質差。
"Primeira vez que comprei lente de contato pela stark e adorei, pois comprava em um ótica e demorava a entrega. Muito bom 👏👏👏",我第一次透過 Stark 購買隱形眼鏡，我很喜歡它，因為我是從眼鏡商那裡買的，而且交貨時間很長。非常好👏👏👏
"Fiz uma compra e não foi feita a entrega no dia marcado, estou aguardando uma resposta!!
Grata fabiana","我購買了產品，但沒有在預定日期送達，我正在等待回應！
謝謝法比亞娜"
Não a loja melhor de se comprar rápido e ágil nas entregar parabéns,不是最好的商店，快速購買，快速交付祝賀
"comprei a maquina com 2 bastidores extras, entretanto veio faltando o bastidor de bolso, fiz diversos contatos com a loja e email porem sem retorno. Aguardo contato e resolução do problema",我購買了帶有 2 個額外框架的機器，但是口袋框架丟失了，我多次與商店聯繫並發送電子郵件，但沒有回复。我等待聯繫並解決問題
Muito bom! produto de boa qualidade e entregue no prazo.,非常好！產品品質好，交貨準時。
"Não recebi ainda o produto, por não ter nota fiscal o produto não foi liberado",我還沒有收到產品，因為我沒有發票，產品尚未發布
Eu recomendo..Meu filho adorou !,我推薦它..我兒子喜歡它！
"Amei o produto, é muito bonito e veio bem embalado. Adorei",我喜歡這個產品，它非常漂亮，包裝也很好。我愛過
Entregue bem antes do prazo.. Super recomendo!!!,提前交付了..我強烈推薦！
Produto de boa qualidade e bom acabamento,優質的產品和良好的表面處理
Comprar na lannister é muito bom...virei fã,在蘭尼斯特買的東西非常好...我成為了粉絲
